THUMB,INDEX,MIDDLE,RING,LITTLE,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,RESULT
176,185,3,4,29,-1.32,9.57,0.12,0.00,-0.11,-0.08,I
175,186,2,3,29,-1.44,9.71,0.00,0.05,-0.11,0.05,I
174,187,3,2,28,-0.97,9.65,-0.40,0.24,-0.30,-0.06,I
175,188,3,5,30,-1.59,9.30,-0.85,0.06,-0.10,-0.10,I
174,188,3,1,29,-1.96,9.50,-0.76,0.01,0.03,-0.01,I
175,186,3,2,28,-1.90,9.43,-0.65,-0.10,0.12,0.04,I
174,187,2,3,28,-1.63,9.60,-0.59,-0.02,-0.05,-0.04,I
175,187,1,3,29,-1.92,9.56,-0.44,-0.10,0.20,-0.09,I
175,186,3,2,29,-2.49,9.17,-1.20,-0.10,0.13,-0.31,I
174,186,4,2,29,-1.89,9.19,-0.62,0.14,0.29,-0.09,I
173,187,4,2,30,-1.97,9.21,-1.43,0.01,0.14,0.03,I
175,184,2,2,32,-1.80,9.28,-1.08,-0.02,-0.04,0.06,I
175,180,4,2,29,-1.68,9.25,-1.10,-0.06,0.05,-0.02,I
174,177,4,3,28,-1.94,9.27,-1.24,-0.06,0.01,-0.01,I
173,175,3,1,30,-1.86,9.14,-1.23,-0.05,0.03,0.04,I
174,173,3,1,28,-1.80,9.37,-1.15,-0.05,0.07,-0.04,I
174,171,3,3,29,-2.13,9.18,-0.73,-0.04,-0.03,-0.01,I
174,170,2,4,27,-1.55,9.53,-0.85,-0.11,-0.04,0.20,I
174,169,2,1,29,-1.46,9.29,-1.02,0.05,0.00,-0.05,I
175,171,4,2,30,-1.50,9.33,-1.37,0.02,0.01,0.01,I
173,171,4,3,28,-1.64,9.37,-1.28,0.02,-0.07,0.01,I
174,172,2,2,28,-1.61,9.43,-1.41,-0.05,-0.08,0.06,I
174,173,2,1,28,-1.83,9.28,-1.07,0.00,-0.27,0.05,I
174,173,3,1,29,-1.51,9.48,-0.99,0.02,-0.37,0.05,I
175,173,3,2,29,-1.75,9.44,-0.98,0.03,-0.16,0.04,I
174,173,3,3,29,-1.77,9.30,-0.91,-0.01,-0.12,-0.02,I
175,173,4,1,30,-2.12,9.48,-0.82,-0.02,0.12,0.15,I
175,173,3,3,28,-1.62,9.48,-1.13,-0.04,-0.15,0.02,I
174,174,4,2,28,-1.53,9.46,-1.02,-0.01,0.05,0.03,I
175,175,4,2,31,-1.28,9.47,-1.16,-0.01,0.03,0.00,I
177,175,4,2,30,-1.33,9.48,-1.02,-0.05,-0.01,0.03,I
176,174,3,2,29,-1.54,9.49,-0.92,-0.01,-0.09,0.02,I
176,174,1,1,28,-1.20,9.52,-0.95,-0.01,-0.04,-0.02,I
177,175,3,2,31,-0.93,9.53,-1.49,-0.06,0.10,0.02,I
177,174,2,2,31,-0.93,9.42,-0.70,0.02,0.06,-0.02,I
176,175,3,4,29,-1.68,9.54,-1.32,-0.07,0.04,0.04,I
177,175,1,3,29,-1.31,9.44,-0.81,-0.03,-0.02,-0.01,I
178,175,4,2,31,-0.74,9.35,-0.85,-0.03,0.06,0.07,I
176,175,2,3,30,-0.91,9.70,-0.99,-0.06,0.05,0.09,I
178,175,3,2,29,-1.17,9.57,-0.90,0.05,0.04,-0.13,I
177,174,3,2,29,-0.96,9.66,-0.98,-0.08,0.08,0.07,I
178,175,2,1,29,-0.30,9.56,-0.94,-0.06,0.07,0.05,I
178,176,3,2,30,-0.54,9.63,-0.84,-0.02,0.05,0.03,I
178,176,2,1,30,-0.69,9.62,-0.79,-0.06,0.14,-0.05,I
178,176,3,4,30,-0.43,9.81,-0.85,-0.06,-0.04,-0.02,I
179,176,1,2,31,-0.54,9.75,-0.29,-0.01,0.01,0.09,I
180,177,5,2,30,-0.62,9.64,-0.27,-0.02,0.08,0.08,I
179,176,2,2,28,-0.10,9.75,-0.59,0.02,0.02,0.02,I
177,176,2,2,30,-0.34,9.59,-0.26,-0.01,0.02,-0.00,I
179,176,3,2,29,0.35,9.35,-0.64,0.06,0.14,0.12,I
179,176,2,1,28,0.12,9.75,-1.04,0.11,-0.15,0.03,I
180,176,5,3,30,0.05,9.65,-1.03,0.07,-0.22,0.06,I
179,175,4,2,29,-0.03,9.45,-0.79,-0.13,0.24,-0.01,I
178,176,3,2,29,0.27,9.63,-1.25,-0.09,0.05,-0.00,I
180,177,2,2,29,0.22,9.67,-1.15,-0.08,-0.01,-0.13,I
179,177,4,2,32,-0.01,9.60,-0.79,-0.02,-0.11,-0.03,I
179,175,3,1,29,0.14,9.68,-0.62,-0.01,-0.04,0.01,I
178,177,4,3,28,-0.14,9.63,-0.81,-0.05,0.01,0.01,I
178,176,3,2,29,0.05,9.80,-1.24,0.04,-0.04,0.00,I
179,177,3,4,29,0.08,9.70,-0.75,-0.04,-0.10,0.01,I
180,176,4,2,29,0.34,9.79,-0.69,-0.04,-0.07,-0.02,I
180,176,2,3,28,-0.03,9.79,-1.01,-0.02,-0.03,-0.11,I
180,177,3,3,29,-0.51,9.80,-0.52,-0.01,-0.08,-0.13,I
181,175,3,4,29,-0.45,9.45,-0.73,0.07,0.02,0.08,I
180,177,3,2,29,-0.44,9.62,-0.73,-0.04,0.02,0.02,I
179,176,3,2,29,0.08,9.57,-0.73,-0.03,-0.13,0.09,I
180,177,2,1,30,-0.41,9.59,-0.34,-0.10,-0.20,-0.09,I
180,177,2,2,28,0.05,9.52,-1.21,0.18,-0.00,-0.35,I
180,178,3,4,29,-0.52,9.60,-0.80,-0.09,0.08,0.04,I
181,178,4,2,32,0.19,9.77,-0.77,-0.02,0.13,-0.01,I
181,177,3,1,30,-0.35,9.78,-0.87,-0.08,-0.02,0.06,I
181,179,3,3,29,-0.11,9.70,-0.71,-0.03,-0.02,-0.01,I
181,178,4,2,30,-0.13,9.67,-0.83,-0.03,-0.02,0.02,I
180,178,2,2,28,-0.12,9.60,-0.90,-0.01,-0.02,0.00,I
181,179,4,2,30,-0.11,9.73,-0.87,-0.05,-0.05,0.01,I
181,179,2,1,29,-0.18,9.56,-0.58,-0.09,-0.07,-0.03,I
181,179,3,3,29,-0.31,9.60,-0.85,-0.04,-0.04,-0.02,I
182,179,4,2,29,0.03,9.77,-0.74,0.05,-0.05,-0.02,I
181,179,4,2,29,-0.16,9.62,-0.71,-0.04,-0.09,0.02,I
182,178,3,2,28,-0.09,9.64,-0.62,-0.03,-0.07,0.04,I
182,178,2,2,30,0.01,9.62,-0.83,-0.02,0.00,-0.01,I
182,179,3,3,29,-0.08,9.74,-0.75,0.01,-0.03,0.00,I
183,178,1,2,28,-0.11,9.62,-0.71,-0.00,-0.03,0.02,I
181,178,4,3,29,-0.02,9.67,-0.69,-0.01,-0.03,0.01,I
182,178,2,2,28,-0.03,9.70,-0.71,-0.03,0.02,-0.01,I
182,179,2,1,30,0.07,9.66,-0.72,-0.02,-0.00,0.01,I
182,178,3,2,29,0.03,9.69,-0.78,0.00,-0.01,-0.00,I
182,179,3,1,29,0.08,9.63,-0.68,-0.01,-0.03,0.00,I
182,178,3,2,29,-0.03,9.70,-0.73,-0.03,0.02,0.02,I
182,179,3,3,29,-0.11,9.67,-0.79,-0.01,-0.03,0.00,I
182,178,4,2,30,0.06,9.62,-0.73,-0.02,-0.00,0.00,I
187,169,3,1,30,4.60,8.20,-1.82,0.11,-0.17,0.14,J
189,170,1,2,29,4.37,8.90,-1.49,-0.03,0.03,0.07,J
187,170,3,2,30,4.07,8.87,-0.70,-0.06,0.15,-0.07,J
188,170,3,3,28,5.18,8.32,-1.30,-0.14,-0.02,-0.06,J
188,170,2,1,29,4.49,8.64,-1.23,0.13,-0.16,0.16,J
188,171,2,2,29,4.71,8.63,-1.98,0.07,0.17,-0.10,J
187,171,3,3,29,4.00,8.52,-1.48,0.04,-0.07,-0.13,J
187,170,2,1,29,3.98,8.59,-1.44,-0.06,-0.11,-0.02,J
188,170,2,2,29,4.39,8.72,-1.44,-0.08,-0.01,0.01,J
187,172,3,4,29,4.14,8.69,-1.34,-0.04,-0.00,0.04,J
188,170,2,4,30,4.34,8.74,-1.26,-0.04,-0.07,0.11,J
187,170,3,2,29,4.49,8.64,-1.24,-0.06,0.07,0.22,J
187,171,2,2,30,4.66,8.04,-1.39,-0.03,0.27,-0.22,J
187,172,3,1,29,4.69,8.39,-1.17,-0.09,-0.09,0.26,J
186,172,3,4,29,4.80,8.69,-0.34,-0.20,0.28,-0.12,J
186,171,2,2,30,5.41,8.52,-0.07,-0.20,0.08,0.03,J
181,170,2,2,29,5.15,9.00,0.93,-0.31,0.23,-0.10,J
176,172,2,1,29,4.79,8.70,0.93,-0.05,0.05,-0.05,J
177,171,4,3,30,5.00,8.79,1.08,-0.12,0.05,-0.06,J
177,170,1,1,29,4.58,8.82,1.14,0.03,-0.03,0.05,J
176,172,2,3,29,5.09,8.93,1.34,-0.06,0.10,-0.03,J
176,170,3,4,29,4.80,8.91,1.23,0.15,-0.14,-0.01,J
176,163,3,3,30,4.54,8.65,0.93,0.01,0.00,0.04,J
177,161,4,3,30,5.24,8.70,0.78,0.01,-0.05,0.00,J
176,162,2,2,29,4.81,8.94,0.46,0.03,-0.10,0.18,J
178,163,4,1,30,6.62,7.86,-0.11,0.07,-0.33,1.27,J
178,164,2,1,28,7.65,3.98,-0.14,0.91,-0.19,1.91,J
179,166,2,4,27,9.51,0.61,-1.90,1.04,-0.57,2.04,J
180,168,4,2,29,9.01,-3.51,-2.89,0.88,-0.02,0.78,J
180,168,2,2,30,8.71,-4.48,-2.30,0.07,-0.17,0.46,J
180,167,3,2,29,8.30,-3.95,-2.23,-0.15,-0.01,-0.26,J
181,169,1,2,29,8.64,-4.32,-2.34,0.08,-0.08,0.04,J
181,169,4,2,31,8.49,-3.81,-2.34,-0.12,-0.02,-0.06,J
182,168,4,3,30,9.09,-3.85,-2.49,0.00,0.11,-0.06,J
180,167,2,2,29,8.55,-3.68,-2.32,-0.04,0.03,-0.10,J
181,170,2,4,29,8.80,-3.70,-2.42,-0.01,-0.06,0.01,J
181,168,1,2,29,8.89,-3.66,-2.36,-0.10,0.04,-0.14,J
181,169,2,1,29,8.87,-3.19,-2.25,-0.10,0.08,-0.12,J
182,169,3,3,29,9.03,-3.07,-2.26,-0.01,0.02,-0.08,J
181,169,2,2,28,8.96,-3.05,-2.30,-0.05,-0.03,-0.03,J
181,168,1,2,29,9.53,-2.37,-2.25,-0.61,0.30,-0.99,J
181,169,2,1,28,9.58,-0.20,-1.69,-0.34,0.32,-0.41,J
182,168,2,2,30,10.06,0.52,-1.20,-0.57,0.26,-0.42,J
182,168,3,2,29,11.37,1.67,-0.51,-0.53,-0.46,-0.19,J
182,169,3,3,29,9.56,4.04,0.79,-0.27,0.16,-0.98,J
182,169,2,1,30,8.13,5.95,1.46,-0.00,0.25,-1.47,J
182,169,2,1,29,6.65,7.66,1.85,-0.13,0.38,-1.09,J
183,168,2,1,29,3.65,7.97,1.81,0.18,0.23,-1.34,J
182,169,2,2,30,2.80,9.82,2.64,0.01,-0.05,0.09,J
181,168,1,3,29,2.81,9.20,1.70,0.00,-0.00,0.07,J
182,169,2,3,30,3.33,9.42,2.08,0.05,-0.08,0.12,J
183,167,2,2,29,3.00,9.38,1.85,-0.01,0.00,0.01,J
182,169,2,2,30,3.38,9.35,1.83,-0.02,0.05,0.03,J
183,167,4,1,30,3.04,9.45,1.94,0.01,0.11,0.09,J
183,169,5,1,30,3.75,8.84,2.28,-0.02,0.48,0.34,J
183,167,3,2,29,4.69,9.04,2.82,-0.05,0.33,0.20,J
182,168,1,2,30,4.58,9.23,2.72,0.00,-0.00,0.13,J
181,168,2,3,29,4.13,8.64,2.50,0.07,0.10,-0.02,J
182,169,2,2,28,4.57,8.87,3.00,-0.11,-0.18,0.62,J
183,168,4,2,30,5.89,7.63,3.06,-0.13,-0.18,0.66,J
183,170,2,2,29,8.33,7.44,2.11,-0.32,-0.38,0.97,J
183,170,2,4,29,7.81,6.24,2.36,-0.08,-0.02,-0.03,J
183,169,3,2,27,8.27,5.79,2.31,-0.05,-0.12,-0.04,J
184,169,4,2,31,8.05,6.09,2.16,-0.05,-0.12,-0.13,J
183,168,3,1,29,8.43,6.13,1.89,-0.09,-0.22,0.02,J
184,168,2,2,30,7.42,6.71,1.88,-0.05,-0.14,0.07,J
184,169,2,4,29,8.40,5.63,1.62,-0.04,0.22,-0.02,J
185,168,1,2,31,8.05,5.79,1.97,-0.11,-0.01,-0.23,J
185,168,2,2,29,7.50,6.53,2.24,-0.08,-0.04,-0.05,J
184,169,2,1,29,7.68,6.28,2.07,0.01,-0.08,-0.04,J
184,169,4,2,30,7.85,6.50,2.02,-0.08,-0.03,-0.03,J
184,169,2,4,31,7.64,6.43,2.16,0.01,-0.07,0.04,J
183,169,2,2,28,7.84,6.41,1.98,-0.01,-0.06,-0.01,J
185,169,4,2,29,7.57,6.51,1.91,-0.05,-0.08,0.00,J
184,169,3,2,30,7.83,6.38,1.75,-0.01,-0.15,0.06,J
184,168,2,2,29,7.79,6.53,1.79,-0.00,-0.03,-0.01,J
184,169,2,1,29,7.82,6.48,1.79,-0.03,-0.04,0.01,J
184,169,4,3,30,7.65,6.46,1.77,-0.04,-0.04,0.01,J
185,169,3,3,29,7.72,6.48,1.80,-0.03,0.00,-0.03,J
214,240,5,4,19,8.13,2.90,-4.19,-0.02,-0.02,-0.00,K
213,239,5,3,19,8.08,2.91,-4.23,-0.03,-0.04,-0.00,K
213,241,5,4,19,8.02,2.93,-4.33,-0.03,-0.03,0.00,K
213,241,5,3,20,8.04,2.94,-4.30,-0.02,-0.03,-0.00,K
214,241,7,2,20,8.07,2.97,-4.21,-0.05,-0.03,-0.00,K
214,240,6,3,20,8.18,2.98,-4.30,-0.01,-0.01,0.01,K
214,239,5,3,19,8.05,2.97,-4.25,-0.01,0.00,0.00,K
213,240,5,4,19,8.22,2.98,-4.23,-0.04,0.01,-0.01,K
213,239,5,2,20,8.03,2.92,-4.34,-0.03,-0.01,-0.00,K
214,240,6,3,20,8.08,3.09,-4.16,-0.00,-0.00,0.02,K
214,240,6,2,19,8.17,3.00,-4.29,-0.02,-0.00,-0.02,K
214,240,4,3,18,8.32,3.08,-4.28,0.01,-0.01,-0.05,K
213,239,7,3,21,7.99,2.97,-4.14,-0.01,-0.03,0.08,K
213,240,6,3,20,7.88,2.75,-4.69,-0.06,0.06,-0.05,K
213,239,5,4,19,8.33,2.87,-3.73,0.03,-0.00,-0.11,K
213,240,5,2,21,8.51,2.97,-4.26,-0.04,-0.03,-0.00,K
214,240,6,3,20,7.89,2.96,-4.07,-0.04,0.02,0.04,K
214,240,7,3,20,8.35,3.00,-4.36,-0.06,-0.02,-0.01,K
214,240,6,4,19,7.99,3.05,-4.08,-0.02,0.00,0.02,K
214,240,5,3,20,8.31,2.97,-4.33,0.04,-0.10,0.00,K
213,240,5,2,19,8.02,3.11,-3.93,0.09,-0.06,-0.05,K
213,240,5,2,20,8.58,2.96,-4.88,0.30,-0.14,-0.15,K
213,239,6,3,20,7.15,2.64,-4.13,0.19,-0.02,-0.20,K
213,239,5,3,21,7.91,2.49,-4.66,0.18,0.29,0.05,K
213,239,5,1,21,8.52,2.35,-4.04,0.08,0.32,0.15,K
213,238,5,2,20,9.01,2.06,-3.90,-0.07,-0.11,0.08,K
213,238,8,3,19,8.63,2.41,-3.74,0.01,-0.01,0.01,K
214,240,6,3,20,8.74,2.35,-3.59,-0.27,0.04,0.02,K
214,240,8,2,19,8.78,2.27,-3.57,0.00,-0.09,-0.01,K
215,240,5,2,20,8.64,2.37,-3.85,-0.02,0.03,-0.04,K
214,239,4,2,19,8.49,2.40,-3.66,0.03,-0.02,-0.06,K
216,240,8,3,20,8.58,2.34,-3.50,0.05,0.19,0.01,K
215,240,6,2,20,8.85,2.32,-3.63,-0.07,-0.05,-0.01,K
215,240,8,2,20,8.79,2.32,-3.38,-0.14,0.02,-0.00,K
215,240,7,2,20,9.06,2.50,-3.20,-0.11,-0.00,0.05,K
215,239,7,4,19,8.71,2.55,-2.90,-0.12,0.08,-0.11,K
215,241,7,5,19,8.52,2.64,-3.75,0.00,-0.10,0.13,K
214,240,6,4,20,8.89,2.56,-3.05,0.02,-0.01,-0.06,K
215,240,6,8,19,8.85,2.47,-3.38,0.01,0.02,-0.02,K
215,240,7,4,21,8.86,2.43,-3.42,-0.05,-0.12,0.03,K
215,240,7,4,20,8.67,2.43,-3.51,-0.05,-0.05,0.02,K
215,240,11,4,18,8.89,2.20,-3.72,-0.17,-0.26,0.16,K
215,240,5,2,20,8.57,2.52,-3.58,-0.26,-0.07,0.11,K
214,239,5,2,20,8.70,2.68,-3.28,-0.16,0.02,0.05,K
214,239,6,4,19,8.86,2.72,-3.50,-0.05,-0.02,0.02,K
214,240,6,3,20,8.65,2.49,-3.45,0.03,-0.00,-0.03,K
214,239,5,3,20,8.66,2.45,-3.57,-0.09,0.03,-0.03,K
214,240,5,3,20,8.88,2.50,-3.64,-0.02,0.02,0.01,K
215,240,5,2,20,8.61,2.60,-3.35,-0.06,-0.05,-0.01,K
214,239,6,4,19,8.64,2.53,-3.72,-0.10,-0.01,0.02,K
215,239,5,3,21,8.68,2.58,-3.63,-0.02,-0.13,-0.01,K
214,239,5,1,19,8.48,2.63,-3.42,-0.01,-0.05,0.02,K
214,239,6,3,20,9.00,2.57,-3.61,-0.01,0.03,-0.04,K
214,240,6,3,20,9.14,2.86,-3.28,0.00,-0.02,-0.21,K
214,240,6,3,20,8.49,2.83,-3.38,0.14,-0.01,-0.15,K
214,240,6,3,20,8.40,2.80,-3.68,0.04,0.03,-0.01,K
215,240,3,4,19,8.69,2.91,-3.56,0.04,0.00,-0.03,K
214,240,4,1,20,8.60,2.98,-3.36,0.02,-0.04,0.01,K
214,239,6,1,20,8.64,2.92,-3.62,0.07,-0.03,-0.01,K
214,238,5,2,20,8.72,2.93,-3.36,-0.00,-0.04,0.04,K
214,239,5,2,20,8.68,2.90,-3.49,-0.06,-0.08,0.01,K
214,239,5,3,20,8.44,2.92,-3.59,-0.08,-0.08,0.04,K
214,240,6,2,20,8.58,2.80,-3.67,-0.07,-0.06,0.03,K
214,239,5,4,19,8.40,2.83,-3.69,-0.06,-0.08,0.07,K
214,239,6,2,20,8.49,2.75,-3.84,-0.07,-0.04,0.05,K
214,239,6,2,20,8.74,2.87,-3.66,-0.03,0.02,0.00,K
215,240,7,2,19,8.16,2.75,-3.69,-0.01,0.05,-0.00,K
214,239,6,1,19,8.54,2.30,-3.87,-0.23,-0.33,0.08,K
214,241,6,4,19,9.10,2.92,-3.42,-0.37,-0.03,0.08,K
214,239,6,2,21,8.16,3.03,-3.75,-0.34,-0.26,0.22,K
214,239,6,2,20,8.56,3.01,-3.82,-0.32,-0.12,0.12,K
214,239,6,2,19,8.32,3.15,-3.81,-0.41,-0.25,0.21,K
216,240,7,2,20,8.41,3.21,-3.92,-0.19,0.00,0.09,K
215,241,6,4,20,8.03,3.45,-3.92,0.07,0.05,-0.01,K
215,239,9,3,21,8.16,3.03,-4.15,-0.03,-0.03,0.00,K
214,239,8,2,19,8.05,3.01,-4.18,-0.03,-0.10,0.05,K
215,238,14,2,20,8.12,2.88,-4.30,-0.11,-0.36,0.10,K
215,240,13,2,20,7.98,3.28,-4.06,-0.08,-0.04,0.13,K
215,240,13,2,20,7.81,2.65,-4.60,-0.23,-0.19,0.11,K
215,239,8,2,21,8.26,2.81,-4.18,0.16,0.21,0.01,K
214,239,8,1,19,8.25,2.68,-4.34,-0.01,0.01,-0.01,K
215,239,8,4,19,8.27,2.84,-4.10,0.31,0.40,-0.17,K
215,238,7,2,19,8.48,2.69,-3.77,0.48,0.50,-0.26,K
215,238,5,2,20,8.52,2.76,-3.30,0.37,0.29,-0.14,K
215,239,8,2,21,8.88,2.79,-3.10,0.35,0.21,-0.24,K
215,240,6,3,20,8.76,2.78,-3.31,0.19,0.03,-0.15,K
215,239,4,1,19,8.74,2.77,-3.27,0.12,-0.03,-0.03,K
215,239,9,2,20,8.74,2.92,-3.26,0.05,0.01,-0.05,K
215,239,8,3,20,8.65,2.92,-3.19,0.15,0.15,-0.09,K
214,240,5,2,20,9.10,2.73,-2.89,0.23,-0.03,-0.07,K
213,239,8,2,20,8.48,3.02,-3.09,0.32,0.09,-0.20,K
213,239,5,2,20,8.90,2.76,-3.35,0.21,-0.07,0.03,K
213,239,7,2,21,8.77,2.64,-3.26,0.13,-0.08,0.02,K
213,238,5,2,19,8.79,2.50,-3.50,0.03,-0.03,0.03,K
213,238,7,3,20,8.80,2.16,-3.88,-0.13,-0.13,0.04,K
212,239,7,4,20,8.39,2.50,-3.62,-0.21,-0.13,0.13,K
213,239,7,2,22,8.60,2.60,-3.60,-0.14,-0.11,0.20,K
213,238,5,2,21,8.68,2.65,-3.80,-0.07,-0.05,0.05,K
213,239,5,5,19,8.53,2.55,-3.69,-0.01,-0.04,-0.07,K
213,239,5,3,20,8.50,2.37,-3.82,-0.03,-0.00,-0.04,K
213,238,3,2,19,8.54,2.62,-3.77,0.02,-0.06,0.05,K
212,239,4,3,20,8.51,2.63,-3.57,-0.03,-0.02,0.01,K
227,242,2,2,18,0.14,7.46,-5.38,-0.05,-0.01,-0.02,L
227,243,2,1,19,0.04,7.47,-5.37,-0.04,-0.03,-0.01,L
227,242,3,2,19,0.17,7.40,-5.26,-0.03,-0.03,0.01,L
227,244,2,2,18,0.07,7.40,-5.46,-0.00,-0.01,0.02,L
227,243,2,3,18,0.34,7.87,-5.65,-0.03,0.05,-0.03,L
226,243,2,2,20,-0.17,7.16,-5.03,-0.09,0.16,-0.14,L
227,242,2,2,19,0.35,7.61,-5.43,0.17,0.03,0.01,L
228,244,3,4,19,0.65,6.66,-6.32,0.15,0.10,-0.01,L
228,243,2,1,19,0.60,7.22,-5.81,-0.29,-0.16,0.11,L
229,243,7,3,18,0.59,7.69,-5.13,-0.10,-0.19,0.13,L
228,243,2,1,18,0.18,8.01,-4.47,-0.13,-0.09,0.03,L
228,243,3,1,20,0.59,7.62,-5.11,-0.16,-0.08,-0.07,L
229,243,4,2,20,0.32,7.83,-4.72,0.05,-0.01,0.01,L
228,244,3,2,19,0.40,8.01,-4.81,-0.07,-0.03,0.10,L
228,243,2,1,20,0.68,7.96,-4.65,-0.00,-0.04,0.04,L
228,243,4,2,20,0.41,7.75,-5.18,-0.01,0.18,-0.09,L
229,243,4,2,20,0.28,7.79,-4.66,0.03,0.03,-0.02,L
228,244,3,1,19,0.61,7.73,-5.04,0.06,0.04,0.05,L
228,243,4,2,18,0.57,7.72,-5.02,0.03,-0.03,0.02,L
228,243,2,1,18,0.47,7.77,-4.92,-0.08,-0.17,0.08,L
228,243,4,2,21,0.37,7.91,-4.73,0.05,-0.03,0.04,L
229,243,5,1,20,0.23,7.90,-4.70,-0.12,-0.06,-0.10,L
229,242,3,2,19,0.09,7.96,-4.69,-0.02,-0.04,-0.01,L
229,243,2,2,18,0.25,7.93,-4.87,0.02,0.03,-0.00,L
226,243,2,2,20,0.31,7.80,-4.92,-0.03,-0.04,0.00,L
229,243,3,1,18,0.19,7.98,-4.75,-0.01,-0.06,0.02,L
228,243,4,1,20,0.29,7.91,-4.77,-0.04,-0.05,0.03,L
228,244,3,3,20,0.45,7.87,-4.84,-0.01,-0.00,-0.02,L
227,243,3,2,18,0.50,7.93,-4.73,-0.02,0.11,0.00,L
227,242,2,2,18,0.27,7.96,-4.92,-0.05,-0.04,-0.05,L
229,243,5,2,21,0.26,7.88,-4.61,-0.03,-0.07,-0.03,L
229,243,4,2,19,0.09,8.01,-4.49,0.01,0.05,0.02,L
227,242,3,0,18,0.91,8.13,-4.16,0.14,0.07,-0.11,L
228,243,1,3,20,0.03,6.56,-5.95,0.30,0.06,-0.16,L
228,243,3,2,20,-0.63,8.84,-4.36,-0.16,-1.31,0.20,L
228,243,4,1,19,-1.21,6.69,-6.90,0.24,-0.04,0.15,L
228,243,4,2,18,0.21,7.59,-5.17,-0.22,-0.17,0.20,L
228,243,4,2,18,-0.46,6.62,-5.48,0.31,-0.09,0.01,L
229,243,6,2,19,0.00,7.20,-6.31,-0.61,-0.23,0.03,L
227,244,3,1,19,-0.73,7.35,-5.15,-0.05,0.03,-0.01,L
228,244,1,1,19,-0.56,7.56,-5.66,-0.11,-0.04,-0.01,L
228,243,1,2,20,-0.49,7.18,-5.55,-0.04,0.00,0.11,L
228,243,4,1,20,-0.28,7.53,-5.20,-0.27,0.00,0.01,L
229,243,6,1,18,-0.24,7.43,-5.18,-0.07,-0.22,0.11,L
228,243,4,2,20,-0.34,7.67,-4.85,-0.00,-0.10,0.19,L
228,243,5,3,21,-0.29,7.64,-4.81,0.08,-0.00,0.05,L
227,243,2,2,19,-0.22,7.69,-5.04,0.00,-0.00,0.03,L
228,243,5,2,19,0.02,7.69,-5.15,-0.01,-0.06,0.00,L
228,243,2,0,18,-0.13,7.79,-4.93,-0.03,-0.05,-0.05,L
228,243,1,2,20,-0.03,7.80,-4.97,-0.05,-0.05,-0.02,L
228,243,4,2,19,-0.17,7.81,-5.11,0.04,0.03,0.02,L
228,243,1,2,20,0.08,7.42,-5.13,0.10,-0.02,0.08,L
229,243,4,3,20,0.33,7.34,-5.51,0.24,0.03,0.12,L
228,245,3,2,18,0.40,7.05,-5.91,0.10,0.02,0.01,L
227,244,2,1,19,0.30,7.15,-5.98,0.05,-0.03,0.02,L
227,243,1,2,20,0.44,7.11,-5.79,-0.02,-0.02,0.02,L
227,243,1,2,19,0.58,7.03,-5.78,-0.04,-0.06,-0.00,L
227,242,2,2,18,0.36,7.06,-5.94,0.02,-0.07,-0.03,L
228,243,2,2,19,0.31,7.08,-5.82,-0.08,-0.05,0.05,L
227,244,2,3,19,0.49,7.02,-5.98,-0.03,-0.09,0.02,L
228,243,1,4,19,0.37,6.96,-5.60,-0.14,-0.03,-0.09,L
227,242,1,2,18,0.59,7.04,-5.50,-0.00,0.01,0.04,L
227,243,2,1,19,0.28,6.88,-5.88,0.01,-0.03,-0.03,L
227,244,2,1,19,0.73,7.25,-5.84,0.07,0.03,0.04,L
227,244,3,2,19,0.49,7.17,-5.80,-0.00,0.02,-0.08,L
228,243,1,2,19,0.38,6.93,-5.82,0.01,0.10,-0.04,L
227,243,1,2,18,0.51,6.85,-6.31,0.02,0.11,0.03,L
228,243,3,2,19,0.39,7.07,-5.78,-0.04,-0.07,-0.00,L
227,243,2,1,19,0.64,7.09,-5.77,-0.03,-0.09,0.04,L
179,160,4,2,22,0.33,8.07,-4.75,0.04,-0.08,-0.08,M
176,159,3,3,20,0.18,8.03,-4.16,-0.08,-0.01,0.01,M
176,159,2,2,20,0.44,8.14,-4.49,-0.05,0.06,0.08,M
178,160,3,4,19,0.13,8.09,-4.55,0.02,-0.01,-0.02,M
179,160,4,3,22,0.47,8.24,-4.40,0.02,0.03,0.02,M
179,160,3,4,20,0.43,8.14,-4.36,-0.06,0.01,-0.01,M
178,160,2,4,19,0.45,8.16,-4.57,-0.01,-0.03,0.04,M
178,161,3,4,19,0.63,8.19,-4.31,-0.04,-0.08,0.01,M
179,160,3,4,19,0.21,8.19,-4.36,0.02,-0.04,0.04,M
180,160,2,4,20,0.61,8.07,-4.61,-0.00,0.06,0.00,M
180,160,3,2,21,0.67,8.13,-4.49,-0.02,-0.07,0.02,M
181,159,3,2,21,0.33,8.06,-4.39,0.04,-0.04,0.03,M
178,161,2,3,22,0.61,8.08,-4.41,-0.03,0.03,0.01,M
178,160,2,3,20,0.60,8.13,-4.44,-0.02,0.02,0.03,M
178,160,2,3,20,0.75,8.03,-4.54,-0.04,0.05,0.01,M
178,161,2,4,22,0.72,8.10,-4.47,-0.03,-0.02,0.00,M
